Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2022,Orange,NC,Passenger,1,0,1,10,11,9.09
April 30 2023,Ray,MO,Passenger,0,1,1,1,2,50.00
November 30 2021,Pacific,WA,Truck,0,0,0,7991,7991,0.00
May 31 2020,Cameron,TX,Passenger,1,0,1,26,27,3.70
February 29 2020,Prince George's,MD,Passenger,1,1,2,186,188,1.06
March 31 2020,Cochise,AZ,Passenger,0,1,1,113,114,0.88
January 31 2021,New London,CT,Passenger,1,2,3,232,235,1.28
July 31 2018,Wise,TX,Passenger,1,0,1,6,7,14.29
April 30 2018,Garfield,WA,Truck,0,0,0,948,948,0.00
July 31 2025,Albemarle,VA,Passenger,2,0,2,16,18,11.11
March 31 2025,Pulaski,AR,Truck,1,0,1,4,5,20.00
October 31 2019,Okanogan,WA,Passenger,24,28,52,26240,26292,0.20
July 31 2025,Adams,WA,Passenger,69,24,93,13454,13547,0.69
February 28 2018,Essex,MA,Passenger,1,0,1,26,27,3.70
May 31 2025,Rockdale,GA,Passenger,1,0,1,4,5,20.00
September 30 2021,Contra Costa,CA,Passenger,3,4,7,252,259,2.70
August 31 2024,Anchorage,AK,Passenger,1,1,2,110,112,1.79
December 31 2021,Rogers,OK,Passenger,1,0,1,8,9,11.11
July 31 2018,Sacramento,CA,Passenger,0,1,1,321,322,0.31
April 30 2017,Asotin,WA,Passenger,6,2,8,12337,12345,0.06
January 31 2021,Juneau,AK,Passenger,0,1,1,31,32,3.12
March 31 2025,Niagara,NY,Passenger,0,1,1,1,2,50.00
February 28 2021,Davidson,TN,Passenger,1,0,1,77,78,1.28
May 31 2019,Island,WA,Passenger,315,235,550,63205,63755,0.86
September 30 2023,Cascade,MT,Passenger,0,1,1,48,49,2.04
July 31 2022,Wilson,TX,Passenger,0,1,1,3,4,25.00
April 30 2020,Dallas,TX,Passenger,1,0,1,223,224,0.45
January 31 2021,Clallam,WA,Passenger,281,191,472,49905,50377,0.94
December 31 2022,Whatcom,WA,Passenger,2116,804,2920,148373,151293,1.93
September 30 2021,Mercer,NJ,Passenger,0,1,1,11,12,8.33
September 30 2022,Pima,AZ,Passenger,1,0,1,299,300,0.33
September 30 2017,Juneau,AK,Passenger,0,1,1,49,50,2.00
June 30 2017,Spokane,WA,Truck,1,0,1,90596,90597,0.00
February 28 2022,Portsmouth,VA,Passenger,0,1,1,77,78,1.28
October 31 2025,Orange,NY,Passenger,1,1,2,37,39,5.13
November 30 2021,Jefferson,NY,Passenger,1,2,3,197,200,1.50
October 31 2019,Hillsborough,FL,Passenger,0,1,1,207,208,0.48
April 30 2021,Moore,NC,Passenger,0,1,1,152,153,0.65
May 31 2024,Stevens,WA,Truck,6,0,6,18694,18700,0.03
June 30 2024,San Francisco,CA,Passenger,2,1,3,82,85,3.53
April 30 2020,Pend Oreille,WA,Truck,0,0,0,5730,5730,0.00
September 30 2017,Arlington,VA,Passenger,1,2,3,178,181,1.66
August 31 2023,Placer,CA,Passenger,2,0,2,86,88,2.27
September 30 2018,Skamania,WA,Passenger,15,11,26,8702,8728,0.30
December 31 2020,Orange,CA,Passenger,7,3,10,516,526,1.90
November 30 2024,Berkeley,SC,Passenger,1,2,3,105,108,2.78
February 28 2021,Allegheny,PA,Passenger,2,1,3,77,80,3.75
October 31 2021,Collin,TX,Passenger,3,0,3,132,135,2.22
July 31 2023,San Joaquin,CA,Passenger,0,1,1,107,108,0.93
October 31 2025,Williamson,TN,Passenger,0,1,1,10,11,9.09
November 30 2024,Weld,CO,Passenger,3,0,3,16,19,15.79
September 30 2019,Columbia,WA,Passenger,3,2,5,2446,2451,0.20
November 30 2020,Lincoln,WA,Truck,0,0,0,4654,4654,0.00
August 31 2018,Morris,NJ,Passenger,1,0,1,15,16,6.25
March 31 2018,St. Clair,IL,Passenger,0,1,1,161,162,0.62
October 31 2021,Suffolk,MA,Passenger,1,2,3,36,39,7.69
December 31 2022,Skamania,WA,Passenger,89,52,141,8083,8224,1.71
November 30 2020,Eagle,CO,Passenger,1,0,1,7,8,12.50
April 30 2019,Columbia,WA,Passenger,2,2,4,2441,2445,0.16
April 30 2024,Kent,DE,Passenger,1,0,1,44,45,2.22
February 29 2024,Franklin,WA,Truck,11,0,11,20821,20832,0.05
January 31 2024,Orange,NC,Passenger,1,0,1,8,9,11.11
April 30 2022,Travis,TX,Passenger,3,2,5,165,170,2.94
July 31 2019,Whitman,WA,Passenger,33,45,78,22673,22751,0.34
January 31 2022,Palm Beach,FL,Passenger,1,1,2,66,68,2.94
February 28 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
March 31 2017,Guilford,NC,Passenger,1,0,1,33,34,2.94
September 30 2023,Miami-Dade,FL,Passenger,2,0,2,88,90,2.22
April 30 2020,Saginaw,MI,Passenger,1,0,1,11,12,8.33
June 30 2025,Miller,MO,Passenger,2,0,2,1,3,66.67
May 31 2021,Albemarle,VA,Passenger,1,0,1,22,23,4.35
October 31 2021,Asotin,WA,Truck,0,0,0,6730,6730,0.00
April 30 2025,Wahkiakum,WA,Truck,9,0,9,1781,1790,0.50
November 30 2020,Marion,IN,Passenger,1,0,1,78,79,1.27
March 31 2024,Autauga,AL,Passenger,2,2,4,20,24,16.67
July 31 2020,Charleston,SC,Passenger,2,0,2,106,108,1.85
December 31 2023,Benton,WA,Truck,36,0,36,42908,42944,0.08
February 28 2018,Fairfax,VA,Passenger,3,1,4,831,835,0.48
November 30 2023,Cameron,TX,Passenger,1,0,1,20,21,4.76
April 30 2022,Richmond,NY,Passenger,1,0,1,4,5,20.00
February 29 2024,Tom Green,TX,Passenger,1,1,2,16,18,11.11
November 30 2020,Putnam,TN,Passenger,0,1,1,6,7,14.29
April 30 2025,Santa Clara,CA,Passenger,21,4,25,195,220,11.36
December 31 2019,Chesapeake,VA,Passenger,0,1,1,444,445,0.22
November 30 2021,Bartow,GA,Passenger,0,1,1,4,5,20.00
April 30 2025,Okanogan,WA,Passenger,235,114,349,26004,26353,1.32
November 30 2024,Clackamas,OR,Passenger,3,1,4,117,121,3.31
August 31 2024,Montgomery,OH,Passenger,0,1,1,51,52,1.92
October 31 2024,Bucks,PA,Passenger,1,1,2,17,19,10.53
September 30 2018,Whitman,WA,Truck,0,0,0,8521,8521,0.00
December 31 2024,Columbia,WA,Passenger,11,1,12,2388,2400,0.50
July 31 2022,Multnomah,OR,Passenger,3,3,6,671,677,0.89
January 31 2018,Deschutes,OR,Passenger,1,0,1,196,197,0.51
June 30 2017,Flathead,MT,Passenger,1,0,1,67,68,1.47
July 31 2023,Cowlitz,WA,Passenger,487,223,710,69668,70378,1.01
April 30 2024,Cleveland,OK,Passenger,1,0,1,29,30,3.33
March 31 2019,Cameron,TX,Passenger,1,0,1,35,36,2.78
August 31 2018,Fulton,GA,Passenger,1,3,4,111,115,3.48
July 31 2022,Cumberland,NC,Passenger,0,2,2,391,393,0.51
February 28 2021,Orange,NC,Passenger,1,0,1,12,13,7.69
October 31 2021,,,Passenger,6,3,9,378,387,2.33
November 30 2023,Wichita,TX,Passenger,1,0,1,35,36,2.78
August 31 2024,St. Charles,MO,Passenger,1,0,1,28,29,3.45
September 30 2021,Skamania,WA,Truck,0,0,0,4040,4040,0.00
July 31 2025,Polk,TX,Passenger,0,1,1,1,2,50.00
August 31 2024,Benton,WA,Passenger,1741,766,2507,136205,138712,1.81
June 30 2021,Burlington,NJ,Passenger,0,1,1,127,128,0.78
September 30 2020,Snohomish,WA,Truck,0,0,0,124826,124826,0.00
April 30 2020,Alexandria,VA,Passenger,1,0,1,137,138,0.72
October 31 2019,Twin Falls,ID,Passenger,0,1,1,30,31,3.23
May 31 2021,Pulaski,MO,Passenger,1,0,1,148,149,0.67
November 30 2017,Pend Oreille,WA,Passenger,3,4,7,9430,9437,0.07
January 31 2017,Maui,HI,Passenger,1,0,1,83,84,1.19
August 31 2025,Clallam,WA,Passenger,1036,469,1505,48072,49577,3.04
August 31 2019,Snohomish,WA,Passenger,3635,1640,5275,532655,537930,0.98
April 30 2022,Philadelphia,PA,Passenger,1,1,2,58,60,3.33
February 28 2023,Barnstable,MA,Passenger,1,0,1,19,20,5.00
July 31 2025,Cochise,AZ,Passenger,1,0,1,55,56,1.79
February 28 2019,Brevard,FL,Passenger,0,1,1,99,100,1.00
May 31 2019,Sangamon,IL,Passenger,1,0,1,7,8,12.50
September 30 2019,Stevens,WA,Truck,0,0,0,18733,18733,0.00
April 30 2025,Saratoga,NY,Passenger,1,1,2,35,37,5.41
January 31 2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
November 30 2019,Powhatan,VA,Passenger,1,0,1,1,2,50.00
December 31 2019,Virginia Beach,VA,Passenger,1,0,1,710,711,0.14
January 31 2023,Chelan,WA,Truck,15,0,15,23076,23091,0.06
November 30 2023,Virginia Beach,VA,Truck,1,0,1,125,126,0.79
June 30 2024,Placer,CA,Passenger,2,0,2,76,78,2.56
May 31 2021,Montgomery,AL,Passenger,1,0,1,34,35,2.86
June 30 2025,Middlesex,MA,Passenger,5,1,6,72,78,7.69
January 31 2022,Rockingham,NH,Passenger,1,0,1,25,26,3.85
October 31 2024,Marin,CA,Truck,1,0,1,7,8,12.50
July 31 2020,Columbia,OR,Passenger,1,0,1,29,30,3.33
July 31 2017,Marin,CA,Passenger,1,0,1,59,60,1.67
April 30 2021,Chesapeake,VA,Passenger,0,2,2,425,427,0.47
January 31 2018,Skagit,WA,Passenger,171,140,311,89733,90044,0.35
September 30 2021,Newport,RI,Passenger,0,1,1,82,83,1.20
April 30 2021,Monterey,CA,Passenger,1,2,3,162,165,1.82
March 31 2018,Arlington,VA,Passenger,1,2,3,185,188,1.60
May 31 2018,Snohomish,WA,Truck,1,0,1,121432,121433,0.00
February 29 2020,Lee,FL,Passenger,1,0,1,61,62,1.61
July 31 2022,Maricopa,AZ,Passenger,17,4,21,1341,1362,1.54
April 30 2021,Virginia Beach,VA,Passenger,2,0,2,658,660,0.30
April 30 2023,Williamsburg,VA,Passenger,0,1,1,9,10,10.00
October 31 2022,Clinton,PA,Passenger,1,0,1,0,1,100.00
June 30 2024,Alexandria,VA,Passenger,3,0,3,105,108,2.78
August 31 2023,Franklin,WA,Truck,6,0,6,20861,20867,0.03
April 30 2025,Lee,AL,Passenger,1,0,1,16,17,5.88
May 31 2017,Clark,WA,Truck,0,0,0,77552,77552,0.00
May 31 2020,Garfield,WA,Passenger,0,1,1,1346,1347,0.07
April 30 2024,Clay,FL,Passenger,1,0,1,77,78,1.28
July 31 2020,Snohomish,WA,Passenger,4575,1775,6350,535051,541401,1.17
February 28 2023,Ventura,CA,Passenger,2,3,5,279,284,1.76
August 31 2019,Sussex,NJ,Passenger,1,0,1,2,3,33.33
March 31 2021,Washoe,NV,Passenger,1,0,1,108,109,0.92
May 31 2022,Lewis,WA,Passenger,229,175,404,59381,59785,0.68
August 31 2017,Polk,FL,Passenger,1,0,1,69,70,1.43
May 31 2025,Hamilton,IN,Passenger,1,0,1,18,19,5.26
September 30 2021,Currituck,NC,Passenger,1,0,1,26,27,3.70
March 31 2023,Pima,AZ,Passenger,2,0,2,270,272,0.74
March 31 2019,Pend Oreille,WA,Passenger,5,5,10,9465,9475,0.11
December 31 2024,Bristol,MA,Passenger,1,0,1,6,7,14.29
December 31 2023,Skamania,WA,Truck,2,0,2,3830,3832,0.05
February 28 2021,Los Angeles,CA,Passenger,11,10,21,1045,1066,1.97
July 31 2023,Pierce,WA,Passenger,7851,2826,10677,526688,537365,1.99
February 29 2020,Douglas,NE,Passenger,0,1,1,64,65,1.54
June 30 2024,Saginaw,MI,Passenger,0,1,1,1,2,50.00
July 31 2019,St. Clair,IL,Passenger,0,1,1,169,170,0.59
March 31 2017,Adams,WA,Passenger,2,4,6,12102,12108,0.05
May 31 2022,Cumberland,ME,Passenger,1,0,1,16,17,5.88
July 31 2025,District of Columbia,DC,Passenger,5,1,6,136,142,4.23
May 31 2019,Bexar,TX,Passenger,2,5,7,700,707,0.99
February 28 2019,Boulder,CO,Passenger,1,0,1,54,55,1.82
December 31 2021,Clark,NV,Passenger,8,3,11,725,736,1.49
September 30 2024,Lincoln,OR,Passenger,2,0,2,32,34,5.88
August 31 2021,Washington,MD,Passenger,2,0,2,13,15,13.33
November 30 2018,Maricopa,AZ,Passenger,2,4,6,1737,1743,0.34
November 30 2017,Gwinnett,GA,Passenger,0,1,1,87,88,1.14
February 28 2018,Mason,WA,Truck,0,0,0,19723,19723,0.00
February 28 2019,Nueces,TX,Passenger,1,1,2,94,96,2.08
March 31 2024,Charleston,SC,Passenger,0,2,2,67,69,2.90
February 28 2021,Pinellas,FL,Passenger,1,1,2,118,120,1.67
December 31 2023,Harnett,NC,Passenger,4,0,4,160,164,2.44
September 30 2023,Lincoln,WA,Truck,0,0,0,4817,4817,0.00
November 30 2024,Lee,AL,Passenger,1,0,1,17,18,5.56
May 31 2020,Ramsey,MN,Passenger,1,0,1,49,50,2.00
February 29 2024,Ventura,CA,Passenger,3,3,6,259,265,2.26
July 31 2017,Tarrant,TX,Passenger,1,0,1,250,251,0.40
September 30 2018,Lewis,WA,Passenger,83,68,151,57921,58072,0.26
May 31 2021,Miami-Dade,FL,Passenger,1,0,1,121,122,0.82
November 30 2024,Chelan,WA,Truck,74,0,74,22925,22999,0.32
November 30 2018,Thurston,WA,Passenger,706,566,1272,195196,196468,0.65
February 28 2022,Currituck,NC,Passenger,1,0,1,26,27,3.70
April 30 2020,Cowlitz,WA,Passenger,136,115,251,72672,72923,0.34
July 31 2024,Hunt,TX,Passenger,1,0,1,5,6,16.67
November 30 2021,Wilson,NC,Passenger,1,0,1,2,3,33.33
August 31 2023,Brown,WI,Passenger,1,0,1,8,9,11.11
October 31 2022,Whitman,WA,Passenger,103,65,168,21820,21988,0.76
April 30 2021,San Juan,WA,Truck,0,0,0,5903,5903,0.00
February 28 2017,Franklin,OH,Passenger,0,1,1,119,120,0.83
November 30 2017,Stevens,WA,Truck,0,0,0,18316,18316,0.00
August 31 2024,Albemarle,VA,Passenger,3,0,3,16,19,15.79
March 31 2024,Columbia,GA,Passenger,1,1,2,78,80,2.50
December 31 2020,Yakima,WA,Truck,0,0,0,60944,60944,0.00
February 29 2020,Utah,UT,Passenger,1,0,1,167,168,0.60
December 31 2022,El Paso,TX,Passenger,2,0,2,388,390,0.51
November 30 2020,Virginia Beach,VA,Passenger,1,0,1,663,664,0.15
October 31 2024,Sussex,NJ,Passenger,1,0,1,0,1,100.00
February 28 2025,Lincoln,OR,Passenger,2,0,2,25,27,7.41
April 30 2025,El Paso,TX,Passenger,2,3,5,313,318,1.57
August 31 2022,Alexandria,VA,Passenger,4,0,4,122,126,3.17
January 31 2021,Bucks,PA,Passenger,1,0,1,25,26,3.85
September 30 2024,Yakima,WA,Truck,24,0,24,60820,60844,0.04
February 28 2018,Morris,NJ,Passenger,1,0,1,18,19,5.26
October 31 2019,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
October 31 2023,Fredericksburg,VA,Passenger,1,0,1,4,5,20.00
December 31 2023,Williamson,TN,Passenger,0,1,1,21,22,4.55
February 28 2017,San Mateo,CA,Passenger,0,1,1,168,169,0.59
January 31 2023,Multnomah,OR,Passenger,4,2,6,620,626,0.96
October 31 2025,Santa Cruz,AZ,Passenger,1,0,1,5,6,16.67
April 30 2021,Benton,WA,Passenger,494,378,872,135903,136775,0.64
February 28 2023,Placer,CA,Passenger,1,0,1,86,87,1.15
August 31 2021,Carson City,NV,Passenger,1,0,1,14,15,6.67
January 31 2019,Wise,TX,Passenger,1,0,1,5,6,16.67
January 31 2024,Prince George's,MD,Passenger,2,2,4,134,138,2.90
July 31 2024,Skagit,WA,Passenger,1553,554,2107,87980,90087,2.34
March 31 2020,Penobscot,ME,Passenger,0,2,2,17,19,10.53
September 30 2024,Mecklenburg,NC,Passenger,2,0,2,57,59,3.39
November 30 2023,Umatilla,OR,Passenger,0,1,1,59,60,1.67
May 31 2022,Clallam,WA,Passenger,410,245,655,49685,50340,1.30
October 31 2020,Ramsey,MN,Passenger,1,0,1,44,45,2.22
January 31 2021,Howard,IN,Passenger,0,1,1,4,5,20.00
August 31 2022,Fort Bend,TX,Passenger,1,0,1,35,36,2.78
February 28 2025,Pierce,WA,Truck,592,0,592,132935,133527,0.44
March 31 2024,Will,IL,Passenger,0,1,1,19,20,5.00
October 31 2024,Walla Walla,WA,Passenger,356,173,529,35256,35785,1.48
July 31 2025,DeKalb,GA,Passenger,2,0,2,32,34,5.88
June 30 2023,Twin Falls,ID,Passenger,0,1,1,19,20,5.00
February 28 2018,Kent,MI,Passenger,0,1,1,37,38,2.63
March 31 2020,Nassau,NY,Passenger,5,0,5,41,46,10.87
September 30 2022,Madison,IL,Passenger,1,0,1,18,19,5.26
January 31 2025,Collin,TX,Passenger,4,1,5,55,60,8.33
February 28 2017,Bergen,NJ,Passenger,0,2,2,33,35,5.71
September 30 2019,Clark,WA,Truck,0,0,0,80907,80907,0.00
June 30 2022,Salt Lake,UT,Passenger,2,1,3,187,190,1.58
June 30 2020,Bucks,PA,Passenger,1,0,1,25,26,3.85
January 31 2018,San Juan,WA,Truck,0,0,0,5638,5638,0.00
July 31 2023,Pacific,WA,Truck,4,0,4,7812,7816,0.05
January 31 2025,Monroe,WI,Passenger,2,1,3,12,15,20.00
June 30 2024,Bienville,LA,Passenger,0,1,1,0,1,100.00
December 31 2024,Wahkiakum,WA,Truck,7,0,7,1781,1788,0.39
January 31 2022,Greene,MO,Passenger,0,1,1,34,35,2.86
January 31 2021,Jefferson,WA,Passenger,291,167,458,24756,25214,1.82
July 31 2019,Norfolk,VA,Passenger,2,2,4,339,343,1.17
September 30 2021,Collin,TX,Passenger,3,0,3,134,137,2.19
July 31 2021,Monroe,NY,Passenger,1,0,1,34,35,2.86
December 31 2017,Pend Oreille,WA,Truck,0,0,0,5616,5616,0.00
September 30 2024,Cumberland,ME,Passenger,1,0,1,12,13,7.69
September 30 2023,St. Louis,MN,Passenger,0,1,1,5,6,16.67
September 30 2018,Brevard,FL,Passenger,0,1,1,103,104,0.96
February 28 2018,District of Columbia,DC,Passenger,0,3,3,184,187,1.60
July 31 2023,Wayne,MI,Passenger,0,1,1,42,43,2.33
September 30 2019,Cumberland,NC,Passenger,0,2,2,504,506,0.40
January 31 2025,Bell,TX,Passenger,2,2,4,229,233,1.72
September 30 2025,Guam,GU,Passenger,0,1,1,28,29,3.45
February 28 2022,Manassas,VA,Passenger,0,1,1,6,7,14.29
June 30 2024,Klickitat,WA,Passenger,209,86,295,15081,15376,1.92
August 31 2020,Jefferson,CO,Passenger,0,1,1,65,66,1.52
June 30 2023,Cumberland,NC,Passenger,1,2,3,362,365,0.82
January 31 2025,New London,CT,Passenger,3,3,6,180,186,3.23
March 31 2024,San Luis Obispo,CA,Passenger,0,1,1,51,52,1.92
April 30 2023,Columbia,OR,Passenger,1,0,1,22,23,4.35
April 30 2022,Santa Cruz,CA,Passenger,1,0,1,36,37,2.70
February 28 2025,Autauga,AL,Passenger,1,2,3,15,18,16.67
May 31 2017,Utah,UT,Passenger,0,1,1,175,176,0.57
September 30 2025,DeKalb,GA,Truck,1,0,1,1,2,50.00
September 30 2022,Richmond,GA,Passenger,0,1,1,68,69,1.45
May 31 2021,Richmond,NY,Passenger,1,0,1,8,9,11.11
May 31 2024,Cameron,TX,Passenger,1,0,1,21,22,4.55
January 31 2020,Wise,TX,Passenger,1,0,1,9,10,10.00
May 31 2017,Pacific,WA,Passenger,9,7,16,15127,15143,0.11
August 31 2020,Greene,MO,Passenger,0,1,1,40,41,2.44
March 31 2024,New Haven,CT,Passenger,2,0,2,30,32,6.25
May 31 2019,Manassas,VA,Passenger,0,1,1,8,9,11.11
April 30 2023,Whitman,WA,Passenger,137,72,209,21840,22049,0.95
September 30 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
May 31 2022,Stevens,WA,Passenger,64,54,118,29969,30087,0.39
May 31 2017,Santa Clara,CA,Passenger,5,2,7,428,435,1.61
June 30 2023,Benton,WA,Truck,25,0,25,43113,43138,0.06
October 31 2018,Garfield,WA,Truck,0,0,0,959,959,0.00
February 29 2024,Platte,MO,Passenger,2,1,3,17,20,15.00
October 31 2019,Klamath,OR,Passenger,1,0,1,46,47,2.13
December 31 2023,District of Columbia,DC,Truck,1,0,1,12,13,7.69
January 31 2017,Maricopa,AZ,Passenger,2,1,3,2113,2116,0.14
November 30 2022,Camden,NJ,Passenger,0,1,1,12,13,7.69
September 30 2021,Bexar,TX,Passenger,2,4,6,581,587,1.02
December 31 2020,Spartanburg,SC,Passenger,0,1,1,53,54,1.85
October 31 2020,Clallam,WA,Truck,1,0,1,21761,21762,0.00
July 31 2021,Prince William,VA,Passenger,1,3,4,212,216,1.85
July 31 2023,Pulaski,AR,Passenger,2,0,2,32,34,5.88
August 31 2018,Ferry,WA,Passenger,2,2,4,4417,4421,0.09
September 30 2020,Pierce,WA,Passenger,2571,1710,4281,552908,557189,0.77
March 31 2021,Hawaii,HI,Passenger,1,0,1,59,60,1.67
March 31 2023,Whatcom,WA,Truck,48,0,48,42824,42872,0.11
November 30 2022,Williams,ND,Passenger,0,1,1,6,7,14.29
October 31 2020,Multnomah,OR,Passenger,4,6,10,797,807,1.24
April 30 2023,Kitsap,WA,Truck,63,0,63,52255,52318,0.12
August 31 2023,Sarpy,NE,Passenger,1,1,2,64,66,3.03
November 30 2022,Charleston,SC,Passenger,1,2,3,71,74,4.05
December 31 2019,Columbia,WA,Truck,0,0,0,1537,1537,0.00
February 28 2025,Kootenai,ID,Passenger,2,3,5,126,131,3.82
May 31 2019,St. Mary's,MD,Passenger,1,0,1,221,222,0.45
December 31 2024,Maui,HI,Passenger,2,0,2,23,25,8.00
September 30 2017,Chelan,WA,Passenger,75,37,112,52490,52602,0.21
January 31 2024,Mohave,AZ,Passenger,1,0,1,56,57,1.75
July 31 2019,Nantucket,MA,Passenger,1,0,1,2,3,33.33
August 31 2017,Virginia Beach,VA,Passenger,2,1,3,646,649,0.46
May 31 2025,Cowlitz,WA,Passenger,907,341,1248,70182,71430,1.75
August 31 2018,Dakota,MN,Passenger,0,2,2,38,40,5.00
May 31 2017,Columbia,WA,Passenger,0,1,1,2359,2360,0.04
January 31 2017,San Juan,WA,Passenger,84,31,115,13341,13456,0.85
June 30 2023,Santa Cruz,AZ,Passenger,1,0,1,5,6,16.67
July 31 2021,St. Louis,MO,Passenger,1,0,1,97,98,1.02
September 30 2017,Fairfax,VA,Passenger,3,1,4,846,850,0.47
April 30 2020,St. Mary's,MD,Passenger,1,0,1,227,228,0.44
July 31 2020,Denton,TX,Passenger,1,0,1,112,113,0.88
May 31 2019,Deschutes,OR,Passenger,3,0,3,179,182,1.65
February 28 2025,Skagit,WA,Truck,78,0,78,31560,31638,0.25
October 31 2019,Skagit,WA,Passenger,338,210,548,92526,93074,0.59
February 28 2022,Wake,NC,Passenger,1,1,2,147,149,1.34
July 31 2018,Marion,IN,Passenger,1,0,1,120,121,0.83
October 31 2024,Alameda,CA,Passenger,12,3,15,199,214,7.01
January 31 2022,Kauai,HI,Passenger,1,0,1,23,24,4.17
June 30 2021,Clark,NV,Passenger,6,3,9,756,765,1.18
September 30 2017,Dakota,MN,Passenger,0,2,2,41,43,4.65
July 31 2020,RÃ­o Grande,PR,Passenger,1,0,1,0,1,100.00
March 31 2020,Whitman,WA,Truck,0,0,0,8547,8547,0.00
February 28 2019,Nantucket,MA,Passenger,1,0,1,4,5,20.00
January 31 2019,Grant,WA,Passenger,33,53,86,64344,64430,0.13
August 31 2023,Ventura,CA,Passenger,2,3,5,266,271,1.85
August 31 2024,Essex,NJ,Passenger,2,1,3,8,11,27.27
October 31 2019,Pierce,WA,Passenger,2057,1629,3686,546269,549955,0.67
September 30 2023,Leavenworth,KS,Passenger,1,2,3,85,88,3.41
October 31 2024,Johnson,MO,Passenger,1,0,1,29,30,3.33
February 28 2017,Mercer,NJ,Passenger,0,1,1,20,21,4.76
September 30 2020,Harrison,MS,Passenger,1,0,1,51,52,1.92
April 30 2019,Washtenaw,MI,Passenger,1,0,1,40,41,2.44
August 31 2021,Kittitas,WA,Passenger,172,73,245,29839,30084,0.81
January 31 2024,Skamania,WA,Truck,2,0,2,3839,3841,0.05
February 28 2017,Pierce,WA,Truck,0,0,0,138496,138496,0.00
September 30 2024,Volusia,FL,Truck,1,0,1,3,4,25.00
May 31 2023,Pettis,MO,Passenger,1,0,1,5,6,16.67
June 30 2025,Wayne,MI,Passenger,1,0,1,18,19,5.26
December 31 2017,Klickitat,WA,Passenger,24,26,50,14900,14950,0.33
August 31 2021,Santa Clara,CA,Passenger,14,2,16,310,326,4.91
November 30 2022,Lane,OR,Passenger,0,1,1,127,128,0.78
July 31 2023,Washoe,NV,Passenger,4,0,4,80,84,4.76
August 31 2024,Orange,CA,Passenger,8,3,11,389,400,2.75
November 30 2021,Clallam,WA,Passenger,371,239,610,50431,51041,1.20
October 31 2021,Onslow,NC,Passenger,0,1,1,159,160,0.62
August 31 2025,Dallas,TX,Truck,1,0,1,15,16,6.25
June 30 2021,Nueces,TX,Passenger,1,0,1,80,81,1.23
December 31 2021,Essex,MA,Passenger,1,0,1,23,24,4.17
December 31 2020,Monroe,IL,Passenger,1,0,1,2,3,33.33
January 31 2017,Grays Harbor,WA,Passenger,27,24,51,44305,44356,0.11
July 31 2021,Jefferson,WA,Passenger,338,184,522,24837,25359,2.06
February 28 2017,Island,WA,Truck,0,0,0,20480,20480,0.00
January 31 2017,Durham,NC,Passenger,0,1,1,39,40,2.50
June 30 2021,Lewis,WA,Passenger,163,141,304,59609,59913,0.51
July 31 2022,Cowlitz,WA,Passenger,347,172,519,70402,70921,0.73
February 28 2023,Franklin,WA,Truck,4,0,4,20934,20938,0.02
November 30 2024,Montgomery,PA,Passenger,1,0,1,19,20,5.00
April 30 2018,Franklin,MA,Passenger,0,1,1,3,4,25.00
June 30 2017,Wahkiakum,WA,Truck,0,0,0,1644,1644,0.00
April 30 2020,Harrison,MS,Passenger,1,0,1,58,59,1.69
December 31 2022,Kootenai,ID,Truck,1,0,1,48,49,2.04
April 30 2022,Jefferson,NY,Passenger,1,2,3,199,202,1.49
December 31 2020,Wise,TX,Passenger,1,0,1,9,10,10.00
March 31 2024,Beaver,PA,Passenger,1,0,1,6,7,14.29
December 31 2017,Montgomery,MD,Passenger,1,1,2,315,317,0.63
February 28 2023,Orange,FL,Passenger,2,0,2,104,106,1.89
November 30 2019,Saginaw,MI,Passenger,1,0,1,11,12,8.33
September 30 2023,Laramie,WY,Passenger,1,0,1,36,37,2.70
December 31 2020,Grant,WA,Truck,0,0,0,27484,27484,0.00
August 31 2024,Baltimore,MD,Passenger,2,0,2,72,74,2.70
January 31 2021,San Bernardino,CA,Passenger,1,0,1,415,416,0.24
February 28 2023,Onslow,NC,Passenger,0,1,1,158,159,0.63
July 31 2023,Orange,FL,Passenger,3,0,3,99,102,2.94
November 30 2019,Jefferson,IA,Passenger,1,0,1,3,4,25.00
February 28 2025,Adams,WA,Passenger,52,21,73,13409,13482,0.54
September 30 2022,Stafford,VA,Passenger,3,1,4,93,97,4.12
August 31 2024,Bay,FL,Passenger,1,0,1,29,30,3.33
July 31 2022,El Paso,TX,Passenger,2,0,2,398,400,0.50
December 31 2018,Caddo,LA,Passenger,0,1,1,24,25,4.00
January 31 2024,Brown,WI,Passenger,1,0,1,7,8,12.50
May 31 2018,Chelan,WA,Truck,0,0,0,21815,21815,0.00
August 31 2022,Lake,IN,Passenger,0,1,1,11,12,8.33
November 30 2021,Klickitat,WA,Truck,0,0,0,8315,8315,0.00
